trade_date,close,volume,taiex_dist_250ma_pct,taiex_dist_125ma_z,volume_5m_60m,vix,vix_pct,econ_score,econ_signal_color,econ_blue_streak
2008-03-26,8768.02,6933600.0,,,1.3298920042322184,,,27,綠,0
2008-03-27,8605.95,6124400.0,,,1.3489919015591543,,,27,綠,0
2008-03-28,8623.48,5444200.0,,,1.3089248714603638,,,27,綠,0
2008-03-31,8572.59,4984600.0,,,1.1673749911580138,,,27,綠,0
2008-04-01,8419.72,5053400.0,,,1.0964915325417213,,,27,綠,0
2008-04-02,8605.32,5023400.0,,,1.0237109056092115,,,27,綠,0
2008-04-03,8596.34,4691600.0,,,0.9702195494010218,,,27,綠,0
2008-04-07,8729.79,4730800.0,,,0.9416677136564217,,,27,綠,0
2008-04-08,8672.85,4826000.0,,,0.9320142837438121,,,27,綠,0
2008-04-09,8667.93,5174000.0,,,0.9349323189030282,,,27,綠,0
2008-04-10,8829.4,4983000.0,,,0.9320706485623573,,,27,綠,0
2008-04-11,8909.58,7167000.0,,,1.0183503442702135,,,27,綠,0
2008-04-14,8892.68,6673800.0,,,1.0851367410785435,,,27,綠,0
2008-04-15,8924.78,6236200.0,,,1.1319899932793478,,,27,綠,0
2008-04-16,9066.04,7499400.0,,,1.205592631037177,,,27,綠,0
2008-04-17,9090.43,8117200.0,,,1.3134928861177793,,,27,綠,0
2008-04-18,9074.34,6308800.0,,,1.2868042665189083,,,27,綠,0
2008-04-21,9083.32,6144600.0,,,1.2731368430428038,,,27,綠,0
2008-04-22,9037.25,5248000.0,,,1.2408607343193199,,,27,綠,0
2008-04-23,9008.49,5812200.0,,,1.178628718986323,,,27,綠,0
2008-04-24,8990.33,5208400.0,,,1.0712740510137606,,,27,綠,0
2008-04-25,8947.83,5443800.0,,,1.036533106771431,,,26,綠,0
2008-04-28,9079.6,5140800.0,,,1.0008939259625547,,,26,綠,0
2008-04-29,8891.74,5244800.0,,,1.0010283686841541,,,26,綠,0
2008-04-30,8919.92,5097200.0,,,0.9729906820986716,,,26,綠,0
2008-05-02,8963.63,5657600.0,,,0.9845574573938164,,,26,綠,0
2008-05-05,8837.07,5174600.0,,,0.9706714471728249,,,26,綠,0
2008-05-06,8857.37,4739600.0,,,0.953882793793125,,,26,綠,0
2008-05-07,8926.34,5208200.0,,,0.950013063481176,,,26,綠,0
2008-05-08,8866.62,5033200.0,,,0.9450324826085179,,,26,綠,0
2008-05-09,8792.39,5184000.0,,,0.9238240258801197,,,26,綠,0
2008-05-12,8830.05,4324000.0,,,0.8907487833089631,,,26,綠,0
2008-05-13,8989.53,4869000.0,,,0.8939857214447051,,,26,綠,0
2008-05-14,9018.42,4821000.0,,,0.8774333719582851,,,26,綠,0
2008-05-15,9157.18,6043800.0,,,0.9085258204133786,,,26,綠,0
2008-05-16,9197.41,6284600.0,,,0.9430993660734743,,,26,綠,0
2008-05-19,9295.2,5674400.0,,,0.9869524464608377,,,26,綠,0
2008-05-20,9068.89,6496800.0,,,1.0390675988473153,,,26,綠,0
2008-05-21,9015.57,5356800.0,,,1.0567028735449118,,,26,綠,0
2008-05-22,9008.03,5864600.0,,,1.0517887056722088,,,26,綠,0
2008-05-23,8834.73,5748800.0,,,1.0348012435483385,,,26,綠,0
2008-05-26,8707.83,4512800.0,,,0.9991435681012149,,,27,綠,0
2008-05-27,8778.39,4165000.0,,,0.9206971998212308,,,27,綠,0
2008-05-28,8665.73,4378400.0,,,0.8882136067745838,,,27,綠,0
2008-05-29,8684.92,4699200.0,,,0.8499646514049937,,,27,綠,0
2008-05-30,8619.08,5922200.0,,,0.8574382522130704,,,27,綠,0
2008-06-02,8724.47,3714200.0,,,0.8358877493980834,,,27,綠,0
2008-06-03,8579.43,3860400.0,,,0.8306420306839778,,,27,綠,0
2008-06-04,8627.8,3460400.0,,,0.8009522289047827,,,27,綠,0
2008-06-05,8738.46,4056600.0,,,0.7789394475756604,,,27,綠,0
2008-06-06,8745.35,4092600.0,,,0.7136151748278194,,,27,綠,0
2008-06-09,8587.96,3553800.0,,,0.7091945117370864,,,27,綠,0
2008-06-10,8370.0,4150800.0,,,0.7209351081758509,,,27,綠,0
2008-06-11,8345.59,3919600.0,,,0.7396303107758486,,,27,綠,0
2008-06-12,8062.31,4918400.0,,,0.7699375897039179,,,27,綠,0
2008-06-13,8105.59,4248200.0,,,0.7771535370526119,,,27,綠,0
2008-06-16,8169.77,3585400.0,,,0.7830393618074768,,,27,綠,0
2008-06-17,8201.79,3545600.0,,,0.7672881979892898,,,27,綠,0
2008-06-18,8217.58,3427200.0,,,0.7612887040592827,,,27,綠,0
2008-06-19,8047.74,3587000.0,,,0.717581195747586,,,27,綠,0
2008-06-20,7902.44,4130200.0,,,0.7195355701333326,,,27,綠,0
2008-06-23,7876.49,3589600.0,,,0.7257366209233493,,,27,綠,0
2008-06-24,7738.12,3847200.0,,,0.7416292705122287,,,27,綠,0
2008-06-25,7855.06,4147400.0,,,0.7725256956229387,,,22,黃藍,1
2008-06-26,7811.8,3821200.0,,,0.7851261314183481,,,22,黃藍,1
2008-06-27,7548.76,4494400.0,,,0.8011825949719583,,,22,黃藍,1
2008-06-30,7523.54,3914600.0,,,0.8163956197435812,,,22,黃藍,1
2008-07-01,7407.98,3657400.0,,,0.8116648548645199,,,22,黃藍,1
2008-07-02,7353.86,4238600.0,,,0.8169797164319159,,,22,黃藍,1
2008-07-03,7394.1,4977200.0,,,0.8644805495058252,,,22,黃藍,1
2008-07-04,7228.41,4143200.0,,,0.8526386540929181,,,22,黃藍,1
2008-07-07,7341.11,3441200.0,,,0.8440294551053064,,,22,黃藍,1
2008-07-08,7051.85,4377000.0,,,0.8806727488343822,,,22,黃藍,1
2008-07-09,7048.25,4629800.0,,,0.9019623422651096,,,22,黃藍,1
2008-07-10,7075.65,3936000.0,,,0.86921467830859,,,22,黃藍,1
2008-07-11,7244.76,4526400.0,,,0.8968044180318143,,,22,黃藍,1
2008-07-14,7156.96,3766400.0,,,0.9191030396412851,,,22,黃藍,1
2008-07-15,6834.24,4275000.0,,,0.9208981694111701,,,22,黃藍,1
2008-07-16,6710.64,4331600.0,,,0.910935386839528,,,22,黃藍,1
2008-07-17,6974.51,4572200.0,,,0.9430107337982889,,,22,黃藍,1
2008-07-18,6815.32,5042000.0,,,0.9662438109747165,,,22,黃藍,1
2008-07-21,7085.67,4139200.0,,,0.9873439520399295,,,22,黃藍,1
2008-07-22,7065.65,3731800.0,,,0.9683788150489143,,,22,黃藍,1
2008-07-23,7309.83,4987600.0,,,0.9984464621841647,,,22,黃藍,1
2008-07-24,7368.08,4996800.0,,,1.0176893606051718,,,22,黃藍,1
2008-07-25,7233.62,3616200.0,,,0.9615893031348222,,,20,黃藍,2
2008-07-29,7014.47,4042800.0,,,0.9613326757104801,,,20,黃藍,2
2008-07-30,7070.35,3467000.0,,,0.9539734962172423,,,20,黃藍,2
2008-07-31,7024.06,3700600.0,,,0.9009291795088157,,,20,黃藍,2
2008-08-01,7002.54,3308000.0,,,0.8295974827134788,,,20,黃藍,2
2008-08-04,6977.36,3136600.0,,,0.8140108534780464,,,20,黃藍,2
2008-08-05,6813.4,4177000.0,,,0.8206618642640814,,,20,黃藍,2
2008-08-06,7026.24,4241600.0,,,0.8584667604908661,,,20,黃藍,2
2008-08-07,7024.58,3941800.0,,,0.8725772698377345,,,20,黃藍,2
2008-08-08,7209.04,4943200.0,,,0.9525064016285028,,,20,黃藍,2
2008-08-11,7325.62,4737000.0,,,1.0332943957181646,,,20,黃藍,2
2008-08-12,7293.8,4271800.0,,,1.0434565356077723,,,20,黃藍,2
2008-08-13,7292.34,4123000.0,,,1.047634984293501,,,20,黃藍,2
2008-08-14,7326.07,4276400.0,,,1.068132382773641,,,20,黃藍,2
2008-08-15,7196.5,3853200.0,,,1.0242476017355502,,,20,黃藍,2
2008-08-18,7000.74,3594600.0,,,0.9776684946218271,,,20,黃藍,2
2008-08-19,6978.6,3468400.0,,,0.9426144640343036,,,20,黃藍,2
2008-08-20,7040.9,3446000.0,,,0.9122437792439163,,,20,黃藍,2
2008-08-21,6918.48,3318600.0,,,0.8691222410017393,,,20,黃藍,2
2008-08-22,6911.64,3240400.0,,,0.8440430790989555,,,20,黃藍,2
2008-08-25,7030.72,3047200.0,,,0.8267685799314054,,,16,藍,3
2008-08-26,6964.6,2548200.0,,,0.7845323686738223,,,16,藍,3
2008-08-27,7080.97,3440000.0,,,0.7856147291846488,,,16,藍,3
2008-08-28,7033.37,3807800.0,,,0.8090796515230149,,,16,藍,3
2008-08-29,7046.11,3494400.0,,,0.8237985346938708,,,16,藍,3
2008-09-01,6813.09,3445000.0,,,0.8461595504784761,,,16,藍,3
2008-09-02,6699.82,3458400.0,,,0.8925389919297391,,,16,藍,3
2008-09-03,6584.93,3934800.0,,,0.9184028378393201,,,16,藍,3
2008-09-04,6412.63,4126400.0,,,0.9337181040347811,,,16,藍,3
2008-09-05,6307.28,3958400.0,,,0.9610779431520086,,,16,藍,3
2008-09-08,6658.69,3317200.0,,,0.9583634314773614,,,16,藍,3
2008-09-09,6424.77,3529400.0,,,0.962212667860112,,,16,藍,3
2008-09-10,6458.01,3995200.0,,,0.9634521504673896,,,16,藍,3
2008-09-11,6251.95,3718000.0,,,0.9415012608801757,,,16,藍,3
2008-09-12,6310.68,3648800.0,,,0.9255182614574095,,,16,藍,3
2008-09-15,6052.45,3130600.0,,,0.919928639427482,,,16,藍,3
2008-09-16,5756.59,3532000.0,,,0.9202868397337874,,,16,藍,3
2008-09-17,5800.87,4704800.0,,,0.9530395382889661,,,16,藍,3
2008-09-18,5641.95,4143800.0,,,0.9747155595838974,,,16,藍,3
2008-09-19,5970.38,4413200.0,,,1.0110649612942022,,,16,藍,3
2008-09-22,6110.6,4353800.0,,,1.0737747508204436,,,16,藍,3
2008-09-23,6182.21,4144000.0,,,1.103777820049458,,,16,藍,3
2008-09-24,6132.6,4209000.0,,,1.076118669042994,,,16,藍,3
2008-09-25,6060.83,3768200.0,,,1.0592115994256404,,,18,黃藍,4
2008-09-26,5929.63,3924400.0,,,1.0390477831721943,,,18,黃藍,4
2008-09-30,5719.28,2947000.0,,,0.9723290209951313,,,18,黃藍,4
2008-10-01,5764.01,2825800.0,,,0.907225455531611,,,18,黃藍,4
2008-10-02,5703.72,3026800.0,,,0.8514608168596697,,,18,黃藍,4
2008-10-03,5742.23,3179600.0,,,0.8262275663754743,,,18,黃藍,4
2008-10-06,5505.7,2945200.0,,,0.7786961728001057,,,18,黃藍,4
2008-10-07,5524.66,3008200.0,,,0.7870850045782335,,,18,黃藍,4
2008-10-08,5206.4,3213800.0,,,0.8094215596889783,,,18,黃藍,4
2008-10-09,5130.71,3804400.0,,,0.8521217045388597,,,18,黃藍,4
2008-10-13,5020.44,2205000.0,,,0.8082598017242834,,,18,黃藍,4
2008-10-14,5291.56,3236800.0,,,0.8287009257671867,,,18,黃藍,4
2008-10-15,5246.26,2673600.0,,,0.8194395060346866,,,18,黃藍,4
2008-10-16,5075.97,1698000.0,,,0.7455761902676186,,,18,黃藍,4
2008-10-17,4960.4,3068400.0,,,0.7074213025972682,,,18,黃藍,4
2008-10-20,4931.84,2195600.0,,,0.7160542586715692,,,18,黃藍,4
2008-10-21,4942.72,3491800.0,,,0.7353695221485483,,,18,黃藍,4
2008-10-22,4862.59,2598000.0,,,0.7346263350203331,,,18,黃藍,4
2008-10-23,4730.51,1710800.0,-38.085429218271656,,0.7434790650030588,,,18,黃藍,4
2008-10-24,4579.62,1659800.0,-39.94062895165701,,0.6690525868674896,,,18,黃藍,4
2008-10-27,4366.87,2183600.0,-42.60933301075303,,0.6732490840443514,,,12,藍,5
2008-10-28,4399.97,4329200.0,-42.053937240262314,,0.7181335225638174,,,12,藍,5
2008-10-29,4406.52,4528000.0,-41.84804356201075,,0.8236835061160609,,,12,藍,5
2008-10-30,4683.64,4037400.0,-38.075583249986195,,0.9572968289328068,,,12,藍,5
2008-10-31,4870.66,4772600.0,-35.491421515861646,,1.1324612497076256,,,12,藍,5
2008-11-03,4995.06,4325600.0,-33.73548781099523,,1.2523743585411895,,,12,藍,5
2008-11-04,4992.63,4130200.0,-33.66002469471368,,1.2458488473572489,,,12,藍,5
2008-11-05,4978.26,4516600.0,-33.743654247921285,,1.2465059142420594,,,12,藍,5
2008-11-06,4694.12,3419000.0,-37.41347542427772,,1.2160632509179083,,,12,藍,5
2008-11-07,4742.33,3785800.0,-36.660312072487635,,1.1612375975505882,,,12,藍,5
2008-11-10,4740.27,3235200.0,-36.57807060638255,,1.1039958354621964,,,12,藍,5
2008-11-11,4638.57,3284600.0,-37.82801636187548,,1.0579852622604247,,,12,藍,5
2008-11-12,4615.57,2692800.0,-38.02584920441182,,0.9563738254603497,,,12,藍,5
2008-11-13,4437.83,3261800.0,-40.3001840030112,,0.9481672975717848,,,12,藍,5
2008-11-14,4452.7,3154600.0,-39.98873543056505,,0.9126529944875269,,,12,藍,5
2008-11-17,4439.8,2769800.0,-40.0516421109978,,0.8878471110833535,,,12,藍,5
2008-11-18,4305.18,3185400.0,-41.75748611272709,,0.8822755983831624,,,12,藍,5
2008-11-19,4284.09,3091600.0,-41.9313235454365,,0.9054358826221759,,,12,藍,5
2008-11-20,4089.93,3195600.0,-44.45054365716557,,0.8987205329556156,,,12,藍,5
2008-11-21,4171.1,3333800.0,-43.2367537892115,,0.9096503104447453,,,12,藍,5
2008-11-24,4160.54,2829600.0,-43.26960621955944,,0.9175105084957936,,,12,藍,5
2008-11-25,4266.49,3618400.0,-41.71562581215361,,0.942347276874989,,,12,藍,6
2008-11-26,4271.8,2964600.0,-41.53439464435144,,0.9370995489476097,,,12,藍,6
2008-11-27,4453.75,3900600.0,-38.93819209209131,,0.9764256770958076,,,12,藍,6
2008-11-28,4460.49,3740400.0,-38.740490037313904,,1.0012260717853778,,,12,藍,6
2008-12-01,4518.43,4199000.0,-37.84084956050741,,1.0812402306113704,,,12,藍,6
2008-12-02,4356.98,3566600.0,-39.9563827172043,,1.0802701380973707,,,12,藍,6
2008-12-03,4307.26,4004000.0,-40.536041763080476,,1.1375609127164361,,,12,藍,6
2008-12-04,4254.96,3747400.0,-41.152508041869645,,1.1273823265108192,,,12,藍,6
2008-12-05,4225.07,2784400.0,-41.46056129345212,,1.0777818237853551,,,12,藍,6
2008-12-08,4418.33,3766800.0,-38.68038740594196,,1.0520773127945668,,,12,藍,6
2008-12-09,4472.66,4553800.0,-37.825166177496584,,1.1052924660465062,,,12,藍,6
2008-12-10,4658.87,5116600.0,-35.13897455313252,,1.1592629574586661,,,12,藍,6
2008-12-11,4655.57,5446400.0,-35.087728687211566,,1.2463522473224249,,,12,藍,6
2008-12-12,4481.27,5326000.0,-37.41849217711417,,1.3884119310198486,,,12,藍,6
2008-12-15,4613.72,3884800.0,-35.47196774765784,,1.3969082771009045,,,12,藍,6
2008-12-16,4616.89,3529400.0,-35.33136887763146,,1.3437693416626622,,,12,藍,6
2008-12-17,4648.02,5395800.0,-34.80013652522868,,1.3530940700576641,,,12,藍,6
2008-12-18,4694.81,4140400.0,-34.049967845424284,,1.278181338290816,,,12,藍,6
2008-12-19,4694.52,4417200.0,-33.96072607498831,,1.2248166437859511,,,12,藍,6
2008-12-22,4535.54,4325600.0,-36.101571147054905,,1.2467642350788932,,,12,藍,6
2008-12-23,4405.86,3253400.0,-37.83151736058674,,1.2349333040199204,,,12,藍,6
2008-12-24,4423.09,3077800.0,-37.49210111112924,,1.1013021353261643,,,12,藍,6
2008-12-25,4413.45,2211800.0,-37.532394416775375,,0.9936756825635281,,,11,藍,7
2008-12-26,4425.08,2233200.0,-37.27250030837365,,0.8714411977137494,,,11,藍,7
2008-12-29,4416.16,1828000.0,-37.304015617054276,,0.7320766333373022,,,11,藍,7
2008-12-30,4589.04,3194800.0,-34.75796770586762,,0.7277937793866405,,,11,藍,7
2008-12-31,4591.22,3320800.0,-34.635814151779435,,0.7407712046524829,,,11,藍,7
2009-01-05,4698.31,3626800.0,-33.02248923339839,,0.8210972358582097,,,11,藍,7
2009-01-06,4727.26,4336400.0,-32.471326105072315,,0.9402715271310901,,,11,藍,7
2009-01-07,4789.84,4666800.0,-31.444408254279647,,1.0910541492380812,,,11,藍,7
2009-01-08,4535.79,3958600.0,-34.94329101546537,,1.1307051644285677,,,11,藍,7
2009-01-09,4502.74,3040600.0,-35.291822707693626,,1.112858967865809,,,11,藍,7
2009-01-12,4453.9,3008000.0,-35.864326856460266,,1.0711472472489394,,,11,藍,7
2009-01-13,4532.36,2691200.0,-34.600682214811116,,0.9801839364200132,,,11,藍,7
2009-01-14,4521.47,3055800.0,-34.62440126817734,,0.8856669824234945,,,11,藍,7
2009-01-15,4320.77,2904600.0,-37.39202229606006,,0.8286930598370259,,,11,藍,7
2009-01-16,4353.7,2642200.0,-36.774892080925774,,0.8060667203976847,,,11,藍,7
2009-01-19,4366.76,2035000.0,-36.435244936395236,,0.7500851167201127,,,11,藍,7
2009-01-20,4242.61,2569600.0,-38.100541582947365,,0.7400843535076939,,,11,藍,7
2009-01-21,4247.97,2581800.0,-37.88263826604957,,0.7121987689272999,,,11,藍,7
2009-02-02,4259.98,2399800.0,-37.56368973240903,,0.6901707874131294,,,9,藍,8
2009-02-03,4372.81,2919000.0,-35.76926450118199,,0.7111753114363464,,,9,藍,8
2009-02-04,4389.97,3048800.0,-35.39604601791987,,0.7724495470855776,,,9,藍,8
2009-02-05,4363.25,2846200.0,-35.673958265461685,,0.7955511814050763,,,9,藍,8
2009-02-06,4471.25,3491000.0,-33.963136872357225,,0.8513967709592843,,,9,藍,8
2009-02-09,4494.59,3619200.0,-33.49092248363826,,0.9242779531946508,,,9,藍,8
2009-02-10,4526.1,2979600.0,-32.90711386964135,,0.9347444502813235,,,9,藍,8
2009-02-11,4575.95,3746400.0,-32.047264661350425,,0.9739841195702943,,,9,藍,8
2009-02-12,4466.42,3957400.0,-33.5523303672411,,1.0379937347963808,,,9,藍,8
2009-02-13,4592.5,3611600.0,-31.55733624878465,,1.0431202810504454,,,9,藍,8
2009-02-16,4591.26,3384600.0,-31.449841920133743,,1.0289605401001047,,,9,藍,8
2009-02-17,4491.78,3134600.0,-32.8122889530185,,1.03576223298349,,,9,藍,8
2009-02-18,4498.37,3217000.0,-32.59061514243187,,1.005234750533689,,,9,藍,8
2009-02-19,4528.87,3394200.0,-31.99756684544267,,0.9713925982228075,,,9,藍,8
2009-02-20,4436.94,3045400.0,-33.24001474234484,,0.9372919445166062,,,9,藍,8
2009-02-23,4477.78,2863800.0,-32.486833637412815,,0.9085255152228562,,,9,藍,8
2009-02-24,4430.18,2839200.0,-33.059412093438276,,0.8924716083791476,,,9,藍,8
2009-02-25,4493.74,3580600.0,-31.95915993075362,,0.9118986676152401,,,9,藍,9
2009-02-26,4518.56,3066200.0,-31.435214568860037,,0.8940319280525126,,,9,藍,9
2009-02-27,4557.15,3303400.0,-30.70026191975265,,0.9069350413831263,,,9,藍,9
2009-03-02,4425.83,3906800.0,-32.538806888127375,,0.9660205456268943,,,9,藍,9
2009-03-03,4435.34,3511000.0,-32.23385541665692,,1.0022495986981372,,,9,藍,9
2009-03-04,4541.42,4128200.0,-30.44643561376761,,1.0327194611477415,,,9,藍,9
2009-03-05,4637.2,5018400.0,-28.814879997625404,,1.138263426111152,,,9,藍,9
2009-03-06,4653.63,4139200.0,-28.403993830130553,,1.1864867188171582,,,9,藍,9
2009-03-09,4628.24,3938200.0,-28.625869783153192,,1.1861811469564123,,,9,藍,9
2009-03-10,4671.02,4484400.0,-27.796314941263606,,1.2390285665363432,,,9,藍,9
2009-03-11,4759.96,5713200.0,-26.243701399342907,,1.3171784038399372,,,9,藍,9
2009-03-12,4754.65,4327000.0,-26.153116908938724,,1.2688580913422132,,,9,藍,9
2009-03-13,4897.39,5976000.0,-23.77504690706481,,1.3579399491395772,,,9,藍,9
2009-03-16,4971.32,5243200.0,-22.459740275848247,,1.4259004029484936,,,9,藍,9
2009-03-17,5041.39,5435200.0,-21.199965935259456,,1.4763923020339988,,,9,藍,9
2009-03-18,5047.54,5605000.0,-20.947482280504857,,1.4693340677621078,,,9,藍,9
2009-03-19,5035.93,6125000.0,-20.974582611947,,1.5629516375042902,,,9,藍,9
2009-03-20,4961.62,5149600.0,-21.99163630951944,,1.5086909313211128,,,9,藍,9
2009-03-23,5124.18,4549600.0,-19.28689827031031,,1.4639055973683806,,,9,藍,9
2009-03-24,5242.18,6609200.0,-17.27514165616903,0.6616282828539506,1.5195070533212662,,,9,藍,9
2009-03-25,5346.38,7001400.0,-15.471198258808947,0.7956080698593594,1.5748352791894014,,,10,藍,10
2009-03-26,5386.56,7339800.0,-14.666563385816628,0.8424848401336796,1.6187371045089325,,,10,藍,10
2009-03-27,5390.7,7301000.0,-14.412530959350189,0.8402973270148332,1.709969216279314,,,10,藍,10
2009-03-30,5206.05,6138600.0,-17.15536733062358,0.6044246692369423,1.7706131758539643,,,10,藍,10
2009-03-31,5210.84,5029000.0,-16.890964813211195,0.6143107593423522,1.6752300838641325,,,10,藍,10
2009-04-02,5473.78,7837800.0,-12.522466360867599,0.9432292664570384,1.6777730221193523,,,10,藍,10
2009-04-03,5529.63,8533200.0,-11.454797660034064,1.0065022840469209,1.692961704643469,,,10,藍,10
2009-04-06,5556.22,7273200.0,-10.856788418038123,1.0314815970743654,1.6551156880784106,,,10,藍,10
2009-04-07,5576.85,5954800.0,-10.362266347425818,1.0472683181415992,1.62856813644455,,,10,藍,10
2009-04-08,5443.56,7470600.0,-12.326439751171211,0.8803250260769256,1.7154968685404006,,,10,藍,10
2009-04-09,5667.8,7002600.0,-8.542296656000543,1.1348620766109951,1.6552959154072753,,,10,藍,10
2009-04-10,5781.96,7954400.0,-6.522309816011733,1.2517838427869123,1.6067245016669307,,,10,藍,10
2009-04-13,5857.64,7212600.0,-5.1260583540596585,1.3202827473413734,1.588804792079856,,,10,藍,10
2009-04-14,5892.68,6466800.0,-4.386617405344207,1.3384658499112512,1.5967611049567387,,,10,藍,10
2009-04-15,5875.19,6486200.0,-4.487272689580227,1.2987361986918768,1.533752502752937,,,10,藍,10
2009-04-16,5997.17,7799200.0,-2.319253392994481,1.4085102079045635,1.5416594238820895,,,10,藍,10
2009-04-17,5755.38,10438800.0,-6.065481044857609,1.1249909098032718,1.6038466437573824,,,10,藍,10
2009-04-20,5781.66,6013800.0,-5.44253116530541,1.1356956067867727,1.537948743033791,,,10,藍,10
2009-04-21,5881.41,5742200.0,-3.610333759673407,1.2253216004365466,1.4933978503867544,,,10,藍,10
2009-04-22,5886.11,6273800.0,-3.3302408566618693,1.2124664027076983,1.466533945897641,,,10,藍,10
2009-04-23,5875.24,6048800.0,-3.3055498214203083,1.1827928330783704,1.3771283195667758,,,10,藍,10
2009-04-24,5880.77,6519600.0,-3.010053677367953,1.1700515076850575,1.20494133769483,,,10,藍,10
2009-04-27,5705.05,6312600.0,-5.700859844586594,0.9741814969199332,1.201991843297953,,,10,藍,11
2009-04-28,5596.73,5991400.0,-7.282141850661006,0.8520884012268358,1.1977403592249436,,,10,藍,11
2009-04-29,5614.06,5284400.0,-6.786498034052936,0.8587622450614887,1.1509679881685033,,,10,藍,11
2009-04-30,5992.57,5619800.0,-0.30620584947406865,1.223421930185906,1.1253922886184249,,,10,藍,11
2009-05-04,6330.4,6844800.0,5.507033127761727,1.5322062998824022,1.1235305369790327,,,10,藍,11
2009-05-05,6379.94,9164800.0,6.511059601418238,1.5471823339427844,1.2087930388442483,,,10,藍,11
2009-05-06,6566.7,9475600.0,9.801505724817448,1.6919210116625267,1.3132432000019247,,,10,藍,11
2009-05-07,6572.87,10118400.0,10.080696557933457,1.6602013448206925,1.4564273718871228,,,10,藍,11
2009-05-08,6583.87,7952800.0,10.431611556234797,1.6365573573893568,1.5200279183388588,,,10,藍,11
2009-05-11,6647.5,7872200.0,11.664440399406024,1.663576713565927,1.538367932351625,,,10,藍,11
2009-05-12,6432.55,6936000.0,8.235080088961901,1.4375394393094305,1.4476250586728765,,,10,藍,11
2009-05-13,6485.14,6229200.0,9.295150850916082,1.4617271012285726,1.325925754314668,,,10,藍,11
2009-05-14,6364.17,6386600.0,7.432282079251376,1.3295649572767922,1.1884842990875033,,,10,藍,11
